"instance","selection","crossover","mutation","popsize","pcrossover","pmutation","seed","h2b"
4,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,4.32
5,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,3.02631578947368
6,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,6.13333333333333
7,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,2.53846153846154
8,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,2.97222222222222
9,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,3.5
10,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,4
1,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,1.58695652173913
2,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,1.23188405797101
3,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,8.625
4,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,4.32
5,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,3.02631578947368
6,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,6.13333333333333
7,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,2.53846153846154
8,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,2.97222222222222
9,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,3.5
10,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.5,3,4
1,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,1.58695652173913
2,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,1.23188405797101
3,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,8.625
4,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,4.32
5,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,3.02631578947368
6,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,6.13333333333333
7,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,2.53846153846154
8,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,2.97222222222222
9,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,3.5
10,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,4
1,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,1.58695652173913
2,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,1.23188405797101
3,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,8.625
4,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,4.32
5,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,3.02631578947368
6,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,6.13333333333333
7,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,2.53846153846154
8,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,2.97222222222222
9,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,3.5
10,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.5,3,4
1,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,1.58695652173913
2,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,1.23188405797101
3,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,8.625
4,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,4.32
5,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,3.02631578947368
6,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,6.13333333333333
7,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,2.53846153846154
8,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,2.97222222222222
9,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,3.5
10,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,4
1,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,1.58695652173913
2,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,1.23188405797101
3,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,8.625
4,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,4.32
5,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,3.02631578947368
6,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,6.13333333333333
7,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,2.53846153846154
8,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,2.97222222222222
9,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,3.5
10,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.5,3,4
1,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,1.8695652173913
2,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,1.34782608695652
3,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,12.375
4,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,5.52
5,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,2.97368421052632
6,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,6
7,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,2.53846153846154
8,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,3.69444444444444
9,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,3.41666666666667
10,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,4.76923076923077
1,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,1.8695652173913
2,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,1.34782608695652
3,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,12.375
4,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,5.52
5,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,2.97368421052632
6,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,6
7,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,2.53846153846154
8,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,3.69444444444444
9,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,3.41666666666667
10,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.1,4,4.76923076923077
1,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,1.8695652173913
2,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,1.34782608695652
3,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,12.375
4,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,5.52
5,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,2.97368421052632
6,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,6
7,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,2.53846153846154
8,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,3.69444444444444
9,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,3.41666666666667
10,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,4.76923076923077
1,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,1.8695652173913
2,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,1.34782608695652
3,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,12.375
4,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,5.52
5,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,2.97368421052632
6,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,6
7,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,2.53846153846154
8,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,3.69444444444444
9,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,3.41666666666667
10,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.1,4,4.76923076923077
1,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,1.8695652173913
2,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,1.34782608695652
3,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,12.375
4,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,5.52
5,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,2.97368421052632
6,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,6
7,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,2.53846153846154
8,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,3.69444444444444
9,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,3.41666666666667
10,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,4.76923076923077
1,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,1.8695652173913
2,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,1.34782608695652
3,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,12.375
4,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,5.52
5,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,2.97368421052632
6,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,6
7,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,2.53846153846154
8,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,3.69444444444444
9,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,3.41666666666667
10,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,1,0.1,4,4.76923076923077
1,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,1.8695652173913
2,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,1.34782608695652
3,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,12.375
4,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,5.52
5,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,2.97368421052632
6,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,6
7,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,2.53846153846154
8,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,3.69444444444444
9,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,3.41666666666667
10,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,4.76923076923077
1,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,1.8695652173913
2,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,1.34782608695652
3,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,12.375
4,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,5.52
5,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,2.97368421052632
6,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,6
7,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,2.53846153846154
8,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,3.69444444444444
9,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,3.41666666666667
10,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,1,0.1,4,4.76923076923077
1,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,1.8695652173913
2,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,1.20289855072464
3,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,9.25
4,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,3.76
5,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,2.65789473684211
6,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,5.26666666666667
7,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,3.15384615384615
8,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,2.80555555555556
9,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,3.875
10,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,2.11538461538462
1,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,1.8695652173913
2,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,1.20289855072464
3,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,9.25
4,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,3.76
5,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,2.65789473684211
6,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,5.26666666666667
7,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,3.15384615384615
8,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,2.80555555555556
9,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,3.875
10,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.1,4,2.11538461538462
1,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,1.8695652173913
2,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,1.20289855072464
3,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,9.25
4,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,3.76
5,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,2.65789473684211
6,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,5.26666666666667
7,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,3.15384615384615
8,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,2.80555555555556
9,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,3.875
10,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,2.11538461538462
1,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,1.8695652173913
2,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,1.20289855072464
3,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,9.25
4,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,3.76
5,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,2.65789473684211
6,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,5.26666666666667
7,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,3.15384615384615
8,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,2.80555555555556
9,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,3.875
10,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.1,4,2.11538461538462
1,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,1.8695652173913
2,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,1.20289855072464
3,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,9.25
4,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,3.76
5,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,2.65789473684211
6,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,5.26666666666667
7,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,3.15384615384615
8,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,2.80555555555556
9,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,3.875
10,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,2.11538461538462
1,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,1.8695652173913
2,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,1.20289855072464
3,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,9.25
4,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,3.76
5,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,2.65789473684211
6,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,5.26666666666667
7,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,3.15384615384615
8,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,2.80555555555556
9,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,3.875
10,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.1,4,2.11538461538462
1,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,1.8695652173913
2,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,1.20289855072464
3,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,9.25
4,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,3.76
5,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,2.65789473684211
6,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,5.26666666666667
7,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,3.15384615384615
8,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,2.80555555555556
9,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,3.875
10,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,2.11538461538462
1,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,1.8695652173913
2,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,1.20289855072464
3,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,9.25
4,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,3.76
5,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,2.65789473684211
6,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,5.26666666666667
7,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,3.15384615384615
8,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,2.80555555555556
9,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,3.875
10,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.1,4,2.11538461538462
1,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,2
2,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,1.20289855072464
3,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,12.75
4,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,5.68
5,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,3.28947368421053
6,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,8
7,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,2.53846153846154
8,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,4.02777777777778
9,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,5.29166666666667
10,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,4.42307692307692
1,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,2
2,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,1.20289855072464
3,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,12.75
4,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,5.68
5,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,3.28947368421053
6,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,8
7,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,2.53846153846154
8,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,4.02777777777778
9,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,5.29166666666667
10,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.1,4,4.42307692307692
1,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,2
2,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,1.20289855072464
3,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,12.75
4,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,5.68
5,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,3.28947368421053
6,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,8
7,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,2.53846153846154
8,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,4.02777777777778
9,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,5.29166666666667
10,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,4.42307692307692
1,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,2
2,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,1.20289855072464
3,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,12.75
4,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,5.68
5,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,3.28947368421053
6,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,8
7,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,2.53846153846154
8,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,4.02777777777778
9,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,5.29166666666667
10,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.1,4,4.42307692307692
