"instance","selection","crossover","mutation","popsize","pcrossover","pmutation","seed","h2b"
5,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.2,2,2.42105263157895
6,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.2,2,6
7,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.2,2,4.38461538461539
8,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.2,2,2.88888888888889
9,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.2,2,3.70833333333333
10,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,1,0.2,2,3.38461538461538
1,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,1.41304347826087
2,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,1.31884057971015
3,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,14.125
4,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,4.76
5,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,2.42105263157895
6,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,6
7,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,4.38461538461539
8,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,2.88888888888889
9,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,3.70833333333333
10,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,3.38461538461538
1,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,1.41304347826087
2,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,1.31884057971015
3,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,14.125
4,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,4.76
5,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,2.42105263157895
6,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,6
7,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,4.38461538461539
8,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,2.88888888888889
9,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,3.70833333333333
10,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,1,0.2,2,3.38461538461538
1,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,1.41304347826087
2,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,1.31884057971015
3,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,14.125
4,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,4.76
5,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,2.42105263157895
6,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,6
7,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,4.38461538461539
8,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,2.88888888888889
9,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,3.70833333333333
10,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,3.38461538461538
1,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,1.41304347826087
2,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,1.31884057971015
3,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,14.125
4,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,4.76
5,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,2.42105263157895
6,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,6
7,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,4.38461538461539
8,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,2.88888888888889
9,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,3.70833333333333
10,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,1,0.2,2,3.38461538461538
1,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,1.41304347826087
2,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,1.31884057971015
3,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,14.125
4,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,4.76
5,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,2.42105263157895
6,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,6
7,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,4.38461538461539
8,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,2.88888888888889
9,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,3.70833333333333
10,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,3.38461538461538
1,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,1.41304347826087
2,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,1.31884057971015
3,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,14.125
4,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,4.76
5,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,2.42105263157895
6,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,6
7,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,4.38461538461539
8,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,2.88888888888889
9,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,3.70833333333333
10,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,1,0.2,2,3.38461538461538
1,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,2.32608695652174
2,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,1.34782608695652
3,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,11.5
4,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,4.6
5,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,2.65789473684211
6,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,7.66666666666667
7,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,3.61538461538462
8,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,2.86111111111111
9,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,4.375
10,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,4.23076923076923
1,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,2.32608695652174
2,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,1.34782608695652
3,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,11.5
4,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,4.6
5,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,2.65789473684211
6,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,7.66666666666667
7,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,3.61538461538462
8,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,2.86111111111111
9,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,4.375
10,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,0.8,0.2,2,4.23076923076923
1,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,2.32608695652174
2,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,1.34782608695652
3,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,11.5
4,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,4.6
5,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,2.65789473684211
6,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,7.66666666666667
7,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,3.61538461538462
8,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,2.86111111111111
9,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,4.375
10,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,4.23076923076923
1,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,2.32608695652174
2,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,1.34782608695652
3,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,11.5
4,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,4.6
5,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,2.65789473684211
6,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,7.66666666666667
7,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,3.61538461538462
8,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,2.86111111111111
9,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,4.375
10,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,0.8,0.2,2,4.23076923076923
1,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,2.32608695652174
2,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,1.34782608695652
3,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,11.5
4,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,4.6
5,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,2.65789473684211
6,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,7.66666666666667
7,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,3.61538461538462
8,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,2.86111111111111
9,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,4.375
10,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,4.23076923076923
1,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,2.32608695652174
2,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,1.34782608695652
3,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,11.5
4,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,4.6
5,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,2.65789473684211
6,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,7.66666666666667
7,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,3.61538461538462
8,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,2.86111111111111
9,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,4.375
10,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",50,0.8,0.2,2,4.23076923076923
1,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,2.32608695652174
2,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,1.34782608695652
3,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,11.5
4,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,4.6
5,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,2.65789473684211
6,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,7.66666666666667
7,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,3.61538461538462
8,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,2.86111111111111
9,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,4.375
10,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,4.23076923076923
1,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,2.32608695652174
2,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,1.34782608695652
3,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,11.5
4,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,4.6
5,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,2.65789473684211
6,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,7.66666666666667
7,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,3.61538461538462
8,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,2.86111111111111
9,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,4.375
10,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",50,0.8,0.2,2,4.23076923076923
1,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,1.41304347826087
2,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,1.10144927536232
3,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,11.25
4,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.92
5,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,2.52631578947368
6,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,6.13333333333333
7,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,4.53846153846154
8,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.05555555555556
9,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.70833333333333
10,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.84615384615385
1,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,1.41304347826087
2,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,1.10144927536232
3,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,11.25
4,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.92
5,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,2.52631578947368
6,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,6.13333333333333
7,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,4.53846153846154
8,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.05555555555556
9,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.70833333333333
10,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.84615384615385
1,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,1.41304347826087
2,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,1.10144927536232
3,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,11.25
4,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.92
5,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,2.52631578947368
6,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,6.13333333333333
7,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,4.53846153846154
8,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.05555555555556
9,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.70833333333333
10,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.84615384615385
1,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,1.41304347826087
2,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,1.10144927536232
3,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,11.25
4,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.92
5,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,2.52631578947368
6,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,6.13333333333333
7,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,4.53846153846154
8,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.05555555555556
9,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.70833333333333
10,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_ismMutation",100,0.8,0.2,2,3.84615384615385
1,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,1.41304347826087
2,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,1.10144927536232
3,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,11.25
4,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.92
5,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,2.52631578947368
6,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,6.13333333333333
7,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,4.53846153846154
8,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.05555555555556
9,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.70833333333333
10,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.84615384615385
1,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,1.41304347826087
2,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,1.10144927536232
3,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,11.25
4,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.92
5,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,2.52631578947368
6,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,6.13333333333333
7,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,4.53846153846154
8,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.05555555555556
9,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.70833333333333
10,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.84615384615385
1,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,1.41304347826087
2,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,1.10144927536232
3,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,11.25
4,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.92
5,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,2.52631578947368
6,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,6.13333333333333
7,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,4.53846153846154
8,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.05555555555556
9,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.70833333333333
10,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.84615384615385
1,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,1.41304347826087
2,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,1.10144927536232
3,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,11.25
4,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.92
5,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,2.52631578947368
6,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,6.13333333333333
7,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,4.53846153846154
8,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.05555555555556
9,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.70833333333333
10,"gaperm_nlrSelection","gaperm_oxCrossover","gaperm_swMutation",100,0.8,0.2,2,3.84615384615385
1,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,2.3695652173913
2,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,1.34782608695652
3,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,11.125
4,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,5.64
5,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,3.07894736842105
6,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,6.13333333333333
7,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,5.46153846153846
8,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,3.94444444444444
9,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,4.79166666666667
10,"gaperm_lrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,4.30769230769231
1,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,2.3695652173913
2,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,1.34782608695652
3,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,11.125
4,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,5.64
5,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,3.07894736842105
6,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,6.13333333333333
7,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,5.46153846153846
8,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,3.94444444444444
9,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,4.79166666666667
10,"gaperm_nlrSelection","gaperm_cxCrossover","gaperm_ismMutation",50,1,0.5,2,4.30769230769231
1,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.5,2,2.3695652173913
2,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.5,2,1.34782608695652
3,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.5,2,11.125
4,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.5,2,5.64
5,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.5,2,3.07894736842105
6,"gaperm_lrSelection","gaperm_oxCrossover","gaperm_ismMutation",50,1,0.5,2,6.13333333333333
